timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/25 23:08:42.140, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:43.144, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:44.144, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:45.144, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:46.145, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:47.145, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:48.145, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:49.145, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:50.145, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:51.145, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:52.145, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:53.146, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:54.146, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:55.146, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:56.146, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:57.146, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:58.146, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:08:59.146, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:09:00.146, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:09:01.147, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:09:02.147, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:09:03.147, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:09:04.147, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:09:05.147, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:09:06.147, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 23:09:07.147, 0, 0 %, 0 %, 1 MiB, 49140 MiB
