timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/25 17:15:41.214, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:42.220, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:43.220, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:44.220, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:45.221, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:46.221, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:47.221, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:48.221, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:49.221, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:50.221, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:51.221, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:52.222, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:53.222, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:54.222, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:55.222, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:56.222, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:57.222, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:58.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:15:59.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:00.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:01.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:02.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:03.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:04.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:05.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:06.223, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:07.224, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:08.224, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:09.224, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:10.224, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:11.224, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:12.224, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:13.224, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:14.224, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:15.225, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:16.225, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/25 17:16:17.225, 0, 0 %, 0 %, 1 MiB, 49140 MiB
