timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/21 01:38:15.691, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:16.695, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:17.695, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:18.696, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:19.696, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:20.696, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:21.696, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:22.696, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:23.696, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:24.696, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:25.697, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:26.697, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:27.697, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:28.697, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:29.697, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:30.697, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:31.698, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:32.698, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:33.698, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:34.698, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:35.698, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:36.698, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:37.698, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:38.699, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:39.699, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:40.699, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:41.699, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:42.699, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:43.700, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:44.700, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/21 01:38:45.700, 0, 0 %, 0 %, 1 MiB, 49140 MiB
