timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/19 02:10:24.516, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:25.521, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:26.522, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:27.522, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:28.522, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:29.522, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:30.522, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:31.523, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:32.523, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:33.523, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:34.523, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:35.523, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:36.523, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:37.524, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:38.524, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:39.524, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:40.524, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:41.524, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:42.524, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:43.525, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:44.525, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:45.525, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:46.525, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:47.525, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:48.525, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:49.525, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:50.526, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:51.526, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:52.526, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:53.526, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 02:10:54.526, 0, 0 %, 0 %, 1 MiB, 49140 MiB
