timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/20 23:03:23.422, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:24.427, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:25.428, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:26.428, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:27.428, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:28.428, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:29.428, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:30.428, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:31.429, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:32.429, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:33.429, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:34.429, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:35.429, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:36.429, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:37.430, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:38.430, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:39.430, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:40.430, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:41.430, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:42.430, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:43.431, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:44.431, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:45.431, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:46.431, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:47.431, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:48.431, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:49.432, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:50.432, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:51.432, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:52.432, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:53.432, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:54.432, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:55.433, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:56.433, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:57.433, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:58.433, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:03:59.433, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:04:00.433, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:04:01.433, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:04:02.434, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:04:03.434, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:04:04.434, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:04:05.434, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:04:06.434, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 23:04:07.435, 0, 0 %, 0 %, 1 MiB, 46068 MiB
