timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/19 00:10:12.585, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:13.590, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:14.591, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:15.591, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:16.591, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:17.591, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:18.591, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:19.591, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:20.591, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:21.592, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:22.592, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:23.592, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:24.592, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:25.592, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:26.592, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:27.593, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:28.593, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:29.593, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:30.593, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:31.593, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:32.593, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:33.593, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:34.593, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:35.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:36.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:37.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:38.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:39.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:40.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:41.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:42.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:43.594, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:44.595, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:45.595, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:46.595, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:47.595, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:48.595, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:49.595, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:50.595, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:51.596, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:52.596, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:53.596, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:54.596, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:55.596, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:56.596, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:57.596, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:58.597, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:10:59.597, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:00.597, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:01.597, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:02.597, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:03.597, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:04.598, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:05.598, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:06.598, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:07.598, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:08.598, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:09.598, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:10.598, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:11.599, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:12.599, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:13.599, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:14.599, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:15.599, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:16.599, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:17.599, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:18.600, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:19.600, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:20.600, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:21.600, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:22.600, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:23.600, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:24.600, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:25.601, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:26.601, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:27.601, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:28.601, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:29.601, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:30.601, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:31.602, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:32.602, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:33.602, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:34.602, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:35.602, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:36.602, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:37.603, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:38.603, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:39.603, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:40.603, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:41.603, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:42.603, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:43.604, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:44.604, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:45.604, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:46.604, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:47.604, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:48.604, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:49.604, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:50.605, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:51.605, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:52.605, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:53.605, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:54.605, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:55.605, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:56.605, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:57.606, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:58.606, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:11:59.606, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:12:00.606, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:12:01.606, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:12:02.606, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 00:12:03.606, 0, 0 %, 0 %, 1 MiB, 49140 MiB
