timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/19 01:25:17.575, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:18.578, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:19.579, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:20.579, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:21.579, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:22.579, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:23.579, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:24.579, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:25.580, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:26.580, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:27.580, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:28.580, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:29.580, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:30.580, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:31.580, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:32.581, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:33.581, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:34.581, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:35.581, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:36.581, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:37.581, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 01:25:38.581, 0, 0 %, 0 %, 1 MiB, 49140 MiB
