timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/20 13:38:42.514, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:43.519, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:44.519, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:45.519, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:46.519, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:47.519, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:48.520, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:49.520, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:50.520, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:51.520, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:52.520, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:53.520, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:54.521, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:55.521, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:56.521, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:57.521, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:58.521, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:38:59.521, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:00.521, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:01.522, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:02.522, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:03.522, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:04.522, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:05.522, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:06.522, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:07.522, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:08.523, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:09.523, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:10.523, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:11.523, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:12.523, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:13.523, 0, 0 %, 0 %, 1 MiB, 46068 MiB
2026/01/20 13:39:14.523, 0, 0 %, 0 %, 1 MiB, 46068 MiB
