timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/26 02:48:26.003, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:48:27.007, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:48:28.007, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:48:29.008, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:48:30.008, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:48:31.008, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:48:32.008, 0, 0 %, 0 %, 4 MiB, 49140 MiB
2026/01/26 02:48:33.008, 0, 3 %, 0 %, 29063 MiB, 49140 MiB
2026/01/26 02:48:34.008, 0, 4 %, 0 %, 29063 MiB, 49140 MiB
2026/01/26 02:48:35.008, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:36.009, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:37.009, 0, 4 %, 0 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:38.009, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:39.009, 0, 4 %, 0 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:40.009, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:41.009, 0, 1 %, 0 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:42.009, 0, 4 %, 0 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:43.009, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:44.010, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:45.010, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:46.010, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:47.010, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:48.010, 0, 5 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:49.010, 0, 4 %, 1 %, 29131 MiB, 49140 MiB
2026/01/26 02:48:50.010, 0, 4 %, 0 %, 29579 MiB, 49140 MiB
2026/01/26 02:48:51.010, 0, 4 %, 0 %, 30581 MiB, 49140 MiB
2026/01/26 02:48:52.011, 0, 0 %, 0 %, 32585 MiB, 49140 MiB
2026/01/26 02:48:53.011, 0, 0 %, 0 %, 32587 MiB, 49140 MiB
2026/01/26 02:48:54.011, 0, 11 %, 0 %, 32587 MiB, 49140 MiB
2026/01/26 02:48:55.011, 0, 48 %, 12 %, 32607 MiB, 49140 MiB
2026/01/26 02:48:56.011, 0, 0 %, 0 %, 32607 MiB, 49140 MiB
2026/01/26 02:48:57.012, 0, 11 %, 0 %, 32607 MiB, 49140 MiB
2026/01/26 02:48:58.012, 0, 26 %, 6 %, 32611 MiB, 49140 MiB
2026/01/26 02:48:59.012, 0, 0 %, 0 %, 32611 MiB, 49140 MiB
2026/01/26 02:49:00.012, 0, 43 %, 5 %, 32611 MiB, 49140 MiB
2026/01/26 02:49:01.012, 0, 50 %, 12 %, 32615 MiB, 49140 MiB
2026/01/26 02:49:02.012, 0, 44 %, 10 %, 32621 MiB, 49140 MiB
2026/01/26 02:49:03.013, 0, 0 %, 0 %, 32621 MiB, 49140 MiB
2026/01/26 02:49:04.013, 0, 0 %, 0 %, 32621 MiB, 49140 MiB
