timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/19 20:29:22.338, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:23.343, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:24.343, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:25.343, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:26.343, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:27.343, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:28.344, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:29.344, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:30.344, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:31.344, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:32.344, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:33.344, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:34.344, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:35.345, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:36.345, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:37.345, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:38.345, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:39.345, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:40.345, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:41.346, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:42.346, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:43.346, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:44.346, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:45.346, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:46.346, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:47.346, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:48.347, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:49.347, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:50.347, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:51.347, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:52.347, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:53.348, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:54.348, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:55.348, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:56.348, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:57.348, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:58.349, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:29:59.349, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:00.349, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:01.349, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:02.349, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:03.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:04.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:05.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:06.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:07.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:08.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:09.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:10.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:11.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:12.350, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:13.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:14.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:15.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:16.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:17.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:18.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:19.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:20.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:21.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:22.351, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:23.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:24.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:25.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:26.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:27.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:28.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:29.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:30.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:31.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:32.352, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:33.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:34.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:35.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:36.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:37.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:38.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:39.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:40.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 20:30:41.353, 0, 0 %, 0 %, 1 MiB, 49140 MiB
