timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/19 15:27:00.981, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:01.986, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:02.986, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:03.987, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:04.987, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:05.987, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:06.987, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:07.988, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:08.988, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:09.988, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:10.988, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:11.988, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:12.989, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:13.989, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:14.989, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:15.989, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:16.990, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:17.990, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:18.990, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:19.990, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:20.991, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:21.991, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:22.991, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:23.991, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:24.992, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:25.992, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:26.992, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:27.992, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:28.992, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:29.992, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:30.993, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:31.993, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:32.993, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:33.993, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:34.994, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:35.994, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:36.994, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:37.994, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:38.995, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:39.995, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:40.995, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:41.995, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:42.996, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:43.996, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:44.996, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:45.996, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/19 15:27:46.997, 0, 0 %, 0 %, 1 MiB, 49140 MiB
