timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/01/26 02:34:05.578, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:06.584, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:07.584, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:08.584, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:09.585, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:10.585, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:11.585, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:12.585, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:13.585, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:14.585, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:15.586, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:16.586, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:17.586, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:18.586, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:19.586, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:20.586, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:21.586, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:22.586, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:23.587, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:24.587, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:25.587, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:26.587, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:27.587, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:28.587, 0, 0 %, 0 %, 1 MiB, 49140 MiB
2026/01/26 02:34:29.587, 0, 0 %, 0 %, 1 MiB, 49140 MiB
